[17:57:54] === overnight sweep start: 17 benches, iter_cap=500000, time_cap=35.0min, deadline=11.5h ===
[17:57:55] ibm01: fresh start from legalized reference
[21:05:13] ibm13: 140000 iters, fast=1.0048 tilos=1.0048 ov=0 (332s)
[21:06:01] ibm13: 160000 iters, fast=1.0024 tilos=1.0024 ov=0 (381s)
[21:06:50] ibm13: 180000 iters, fast=1.0003 tilos=1.0003 ov=0 (429s)
[21:07:38] ibm13: 200000 iters, fast=0.9992 tilos=0.9992 ov=0 (478s)
[21:08:27] ibm13: 220000 iters, fast=0.9982 tilos=0.9982 ov=0 (526s)
[21:09:15] ibm13: 240000 iters, fast=0.9973 tilos=0.9973 ov=0 (575s)
[21:10:04] ibm13: 260000 iters, fast=0.9962 tilos=0.9962 ov=0 (623s)
[21:10:52] ibm13: 280000 iters, fast=0.9949 tilos=0.9949 ov=0 (672s)
[21:11:41] ibm13: 300000 iters, fast=0.9940 tilos=0.9940 ov=0 (720s)
[21:12:30] ibm13: 320000 iters, fast=0.9933 tilos=0.9933 ov=0 (769s)
[21:13:18] ibm13: 340000 iters, fast=0.9928 tilos=0.9928 ov=0 (817s)
[21:14:07] ibm13: 360000 iters, fast=0.9923 tilos=0.9923 ov=0 (866s)
[21:14:55] ibm13: 380000 iters, fast=0.9919 tilos=0.9919 ov=0 (915s)
[21:15:44] ibm13: 400000 iters, fast=0.9916 tilos=0.9916 ov=0 (963s)
[21:16:32] ibm13: 420000 iters, fast=0.9913 tilos=0.9913 ov=0 (1012s)
[21:17:20] ibm13: 440000 iters, fast=0.9909 tilos=0.9909 ov=0 (1060s)
[21:18:09] ibm13: 460000 iters, fast=0.9905 tilos=0.9905 ov=0 (1108s)
[21:18:58] ibm13: 480000 iters, fast=0.9900 tilos=0.9900 ov=0 (1157s)
[21:19:48] ibm13: 500000 iters, fast=0.9895 tilos=0.9895 ov=0 (1206s)
[21:19:48] ibm13: DONE (500000 iters, 1206s)
[21:20:01] ibm14: fresh start from legalized reference
[21:21:30] ibm14: 20000 iters, fast=1.2799 tilos=1.2799 ov=0 (61s)
[21:22:49] ibm14: 40000 iters, fast=1.2391 tilos=1.2391 ov=0 (140s)
[21:24:09] ibm14: 60000 iters, fast=1.2195 tilos=1.2195 ov=0 (220s)
[21:25:29] ibm14: 80000 iters, fast=1.2076 tilos=1.2076 ov=0 (300s)
[21:26:49] ibm14: 100000 iters, fast=1.2000 tilos=1.2000 ov=0 (380s)
[21:28:09] ibm14: 120000 iters, fast=1.1944 tilos=1.1944 ov=0 (460s)
[21:29:30] ibm14: 140000 iters, fast=1.1906 tilos=1.1906 ov=0 (540s)
[21:30:51] ibm14: 160000 iters, fast=1.1871 tilos=1.1871 ov=0 (622s)
[21:32:10] ibm14: 180000 iters, fast=1.1834 tilos=1.1834 ov=0 (702s)
[21:33:30] ibm14: 200000 iters, fast=1.1806 tilos=1.1806 ov=0 (781s)
[21:34:49] ibm14: 220000 iters, fast=1.1777 tilos=1.1777 ov=0 (861s)
[21:36:10] ibm14: 240000 iters, fast=1.1758 tilos=1.1758 ov=0 (941s)
[21:37:30] ibm14: 260000 iters, fast=1.1742 tilos=1.1742 ov=0 (1022s)
[21:38:51] ibm14: 280000 iters, fast=1.1723 tilos=1.1723 ov=0 (1102s)
[21:40:11] ibm14: 300000 iters, fast=1.1705 tilos=1.1705 ov=0 (1182s)
[21:41:33] ibm14: 320000 iters, fast=1.1694 tilos=1.1694 ov=0 (1263s)
[21:42:52] ibm14: 340000 iters, fast=1.1683 tilos=1.1683 ov=0 (1344s)
[21:44:13] ibm14: 360000 iters, fast=1.1672 tilos=1.1672 ov=0 (1424s)
[21:45:33] ibm14: 380000 iters, fast=1.1661 tilos=1.1661 ov=0 (1504s)
[21:46:54] ibm14: 400000 iters, fast=1.1654 tilos=1.1654 ov=0 (1585s)
[21:48:14] ibm14: 420000 iters, fast=1.1647 tilos=1.1647 ov=0 (1665s)
[21:49:34] ibm14: 440000 iters, fast=1.1640 tilos=1.1640 ov=0 (1745s)
[21:50:55] ibm14: 460000 iters, fast=1.1631 tilos=1.1631 ov=0 (1826s)
[21:52:15] ibm14: 480000 iters, fast=1.1623 tilos=1.1623 ov=0 (1906s)
[21:53:36] ibm14: 500000 iters, fast=1.1616 tilos=1.1616 ov=0 (1987s)
[21:53:36] ibm14: DONE (500000 iters, 1987s)
[21:53:43] ibm15: fresh start from legalized reference
[21:55:04] ibm15: 20000 iters, fast=1.2730 tilos=1.2730 ov=0 (65s)
[21:56:20] ibm15: 40000 iters, fast=1.2342 tilos=1.2342 ov=0 (141s)
[21:57:36] ibm15: 60000 iters, fast=1.2193 tilos=1.2193 ov=0 (217s)
[21:58:53] ibm15: 80000 iters, fast=1.2086 tilos=1.2086 ov=0 (294s)
[22:00:10] ibm15: 100000 iters, fast=1.2014 tilos=1.2014 ov=0 (371s)
[22:01:27] ibm15: 120000 iters, fast=1.1953 tilos=1.1953 ov=0 (447s)
[22:02:43] ibm15: 140000 iters, fast=1.1902 tilos=1.1902 ov=0 (524s)
[22:03:59] ibm15: 160000 iters, fast=1.1866 tilos=1.1866 ov=0 (600s)
[22:05:15] ibm15: 180000 iters, fast=1.1832 tilos=1.1832 ov=0 (676s)
[22:06:32] ibm15: 200000 iters, fast=1.1801 tilos=1.1801 ov=0 (752s)
[22:07:49] ibm15: 220000 iters, fast=1.1779 tilos=1.1779 ov=0 (829s)
[22:09:05] ibm15: 240000 iters, fast=1.1765 tilos=1.1764 ov=0 (906s)
[22:10:22] ibm15: 260000 iters, fast=1.1752 tilos=1.1752 ov=0 (982s)
[22:11:39] ibm15: 280000 iters, fast=1.1741 tilos=1.1741 ov=0 (1059s)
[22:12:56] ibm15: 300000 iters, fast=1.1725 tilos=1.1725 ov=0 (1137s)
[22:14:14] ibm15: 320000 iters, fast=1.1710 tilos=1.1710 ov=0 (1214s)
[22:15:30] ibm15: 340000 iters, fast=1.1697 tilos=1.1697 ov=0 (1291s)
[22:16:49] ibm15: 360000 iters, fast=1.1683 tilos=1.1683 ov=0 (1369s)
[22:18:06] ibm15: 380000 iters, fast=1.1674 tilos=1.1675 ov=0 (1446s)
[22:19:22] ibm15: 400000 iters, fast=1.1665 tilos=1.1665 ov=0 (1523s)
[22:20:39] ibm15: 420000 iters, fast=1.1652 tilos=1.1652 ov=0 (1600s)
[22:21:56] ibm15: 440000 iters, fast=1.1642 tilos=1.1642 ov=0 (1676s)
[22:23:12] ibm15: 460000 iters, fast=1.1634 tilos=1.1634 ov=0 (1753s)
[22:24:30] ibm15: 480000 iters, fast=1.1631 tilos=1.1631 ov=0 (1830s)
[22:25:47] ibm15: 500000 iters, fast=1.1624 tilos=1.1624 ov=0 (1908s)
[22:25:47] ibm15: DONE (500000 iters, 1908s)
[22:25:59] ibm16: fresh start from legalized reference
[22:27:46] ibm16: 20000 iters, fast=1.2098 tilos=1.2098 ov=0 (74s)
[22:29:25] ibm16: 40000 iters, fast=1.1721 tilos=1.1721 ov=0 (172s)
[22:31:02] ibm16: 60000 iters, fast=1.1521 tilos=1.1521 ov=0 (271s)
[22:32:40] ibm16: 80000 iters, fast=1.1415 tilos=1.1415 ov=0 (368s)
[22:34:16] ibm16: 100000 iters, fast=1.1359 tilos=1.1359 ov=0 (465s)
[22:35:53] ibm16: 120000 iters, fast=1.1318 tilos=1.1318 ov=0 (562s)
[22:37:32] ibm16: 140000 iters, fast=1.1288 tilos=1.1288 ov=0 (660s)
[22:39:09] ibm16: 160000 iters, fast=1.1263 tilos=1.1263 ov=0 (758s)
[22:40:47] ibm16: 180000 iters, fast=1.1243 tilos=1.1243 ov=0 (856s)
[22:42:24] ibm16: 200000 iters, fast=1.1223 tilos=1.1223 ov=0 (953s)
[22:44:01] ibm16: 220000 iters, fast=1.1207 tilos=1.1207 ov=0 (1050s)
[22:45:38] ibm16: 240000 iters, fast=1.1188 tilos=1.1188 ov=0 (1147s)
[22:47:15] ibm16: 260000 iters, fast=1.1175 tilos=1.1175 ov=0 (1244s)
[22:48:52] ibm16: 280000 iters, fast=1.1161 tilos=1.1161 ov=0 (1341s)
[22:50:30] ibm16: 300000 iters, fast=1.1145 tilos=1.1145 ov=0 (1438s)
[22:52:07] ibm16: 320000 iters, fast=1.1135 tilos=1.1135 ov=0 (1535s)
[22:53:44] ibm16: 340000 iters, fast=1.1127 tilos=1.1127 ov=0 (1633s)
[22:55:21] ibm16: 360000 iters, fast=1.1119 tilos=1.1119 ov=0 (1730s)
[22:57:00] ibm16: 380000 iters, fast=1.1114 tilos=1.1114 ov=0 (1828s)
[22:58:38] ibm16: 400000 iters, fast=1.1109 tilos=1.1109 ov=0 (1926s)
[23:00:14] ibm16: 420000 iters, fast=1.1101 tilos=1.1101 ov=0 (2023s)
[23:01:52] ibm16: 440000 iters, fast=1.1091 tilos=1.1091 ov=0 (2120s)
[23:01:52] ibm16: DONE (440000 iters, 2120s)
[23:02:19] ibm17: fresh start from legalized reference
[23:04:29] ibm17: 20000 iters, fast=1.4137 tilos=1.4137 ov=0 (76s)
[23:06:24] ibm17: 40000 iters, fast=1.3694 tilos=1.3694 ov=0 (191s)
[23:08:19] ibm17: 60000 iters, fast=1.3452 tilos=1.3452 ov=0 (306s)
[23:10:14] ibm17: 80000 iters, fast=1.3303 tilos=1.3303 ov=0 (421s)
[23:12:10] ibm17: 100000 iters, fast=1.3194 tilos=1.3194 ov=0 (537s)
[23:14:06] ibm17: 120000 iters, fast=1.3141 tilos=1.3141 ov=0 (653s)
[23:16:01] ibm17: 140000 iters, fast=1.3090 tilos=1.3090 ov=0 (768s)
[23:17:56] ibm17: 160000 iters, fast=1.3044 tilos=1.3044 ov=0 (883s)
[23:19:52] ibm17: 180000 iters, fast=1.3006 tilos=1.3006 ov=0 (998s)
[23:21:47] ibm17: 200000 iters, fast=1.2980 tilos=1.2980 ov=0 (1114s)
[23:23:42] ibm17: 220000 iters, fast=1.2956 tilos=1.2956 ov=0 (1229s)
[23:25:37] ibm17: 240000 iters, fast=1.2939 tilos=1.2939 ov=0 (1344s)
[23:27:32] ibm17: 260000 iters, fast=1.2918 tilos=1.2918 ov=0 (1460s)
[23:29:28] ibm17: 280000 iters, fast=1.2910 tilos=1.2910 ov=0 (1575s)
[23:31:24] ibm17: 300000 iters, fast=1.2896 tilos=1.2896 ov=0 (1691s)
[23:33:19] ibm17: 320000 iters, fast=1.2885 tilos=1.2885 ov=0 (1807s)
[23:35:15] ibm17: 340000 iters, fast=1.2874 tilos=1.2874 ov=0 (1922s)
[23:37:10] ibm17: 360000 iters, fast=1.2863 tilos=1.2863 ov=0 (2037s)
[23:39:07] ibm17: 380000 iters, fast=1.2849 tilos=1.2849 ov=0 (2153s)
[23:39:07] ibm17: DONE (380000 iters, 2153s)
[23:39:14] ibm18: fresh start from legalized reference
[23:40:58] ibm18: 20000 iters, fast=1.4062 tilos=1.4062 ov=0 (85s)
[23:42:35] ibm18: 40000 iters, fast=1.3680 tilos=1.3680 ov=0 (182s)
[23:44:12] ibm18: 60000 iters, fast=1.3445 tilos=1.3445 ov=0 (279s)
[23:45:50] ibm18: 80000 iters, fast=1.3337 tilos=1.3337 ov=0 (377s)
[23:47:28] ibm18: 100000 iters, fast=1.3279 tilos=1.3279 ov=0 (474s)
[23:49:06] ibm18: 120000 iters, fast=1.3237 tilos=1.3237 ov=0 (573s)
[23:50:44] ibm18: 140000 iters, fast=1.3186 tilos=1.3186 ov=0 (671s)
[23:52:22] ibm18: 160000 iters, fast=1.3155 tilos=1.3155 ov=0 (769s)
[23:54:01] ibm18: 180000 iters, fast=1.3132 tilos=1.3132 ov=0 (868s)
[23:55:41] ibm18: 200000 iters, fast=1.3115 tilos=1.3115 ov=0 (967s)
[23:57:21] ibm18: 220000 iters, fast=1.3092 tilos=1.3092 ov=0 (1067s)
[23:59:00] ibm18: 240000 iters, fast=1.3079 tilos=1.3079 ov=0 (1167s)
[00:00:39] ibm18: 260000 iters, fast=1.3068 tilos=1.3068 ov=0 (1265s)
[00:02:16] ibm18: 280000 iters, fast=1.3057 tilos=1.3057 ov=0 (1363s)
[00:03:54] ibm18: 300000 iters, fast=1.3042 tilos=1.3042 ov=0 (1460s)
[00:05:31] ibm18: 320000 iters, fast=1.3031 tilos=1.3031 ov=0 (1558s)
[00:07:08] ibm18: 340000 iters, fast=1.3020 tilos=1.3020 ov=0 (1655s)
[00:08:44] ibm18: 360000 iters, fast=1.3014 tilos=1.3014 ov=0 (1751s)
[00:10:22] ibm18: 380000 iters, fast=1.3009 tilos=1.3009 ov=0 (1849s)
[00:12:00] ibm18: 400000 iters, fast=1.3005 tilos=1.3005 ov=0 (1947s)
[00:13:37] ibm18: 420000 iters, fast=1.3002 tilos=1.3002 ov=0 (2043s)
[00:15:14] ibm18: 440000 iters, fast=1.2999 tilos=1.2999 ov=0 (2141s)
[00:15:14] ibm18: DONE (440000 iters, 2141s)
[00:15:14] === sweep finished ===
[00:28:27] === overnight sweep start: 17 benches, iter_cap=1000000, time_cap=60.0min, deadline=9.0h ===
[00:28:28] ibm01: resume from 500000 iters, best=0.8013
[00:28:50] ibm01: 520000 iters, fast=0.8009 tilos=0.8012 ov=0 (570s)
[00:29:12] ibm01: 540000 iters, fast=0.8004 tilos=0.8006 ov=0 (592s)
[00:29:34] ibm01: 560000 iters, fast=0.8001 tilos=0.8003 ov=0 (614s)
[00:29:56] ibm01: 580000 iters, fast=0.7994 tilos=0.7996 ov=0 (637s)
[00:30:18] ibm01: 600000 iters, fast=0.7991 tilos=0.7993 ov=0 (658s)
[00:30:40] ibm01: 620000 iters, fast=0.7987 tilos=0.7989 ov=0 (681s)
[00:31:02] ibm01: 640000 iters, fast=0.7984 tilos=0.7986 ov=0 (703s)
[00:31:25] ibm01: 660000 iters, fast=0.7981 tilos=0.7983 ov=0 (725s)
[00:31:47] ibm01: 680000 iters, fast=0.7977 tilos=0.7979 ov=0 (747s)
[00:32:09] ibm01: 700000 iters, fast=0.7975 tilos=0.7977 ov=0 (769s)
[00:32:30] ibm01: 720000 iters, fast=0.7975 tilos=0.7977 ov=0 (791s)
[00:32:53] ibm01: 740000 iters, fast=0.7974 tilos=0.7976 ov=0 (813s)
[00:33:14] ibm01: 760000 iters, fast=0.7970 tilos=0.7972 ov=0 (835s)
[00:33:36] ibm01: 780000 iters, fast=0.7968 tilos=0.7971 ov=0 (857s)
[00:33:58] ibm01: 800000 iters, fast=0.7967 tilos=0.7969 ov=0 (878s)
[00:34:20] ibm01: 820000 iters, fast=0.7964 tilos=0.7966 ov=0 (900s)
[00:34:42] ibm01: 840000 iters, fast=0.7962 tilos=0.7965 ov=0 (922s)
[00:35:04] ibm01: 860000 iters, fast=0.7961 tilos=0.7965 ov=0 (944s)
[00:35:26] ibm01: 880000 iters, fast=0.7961 tilos=0.7964 ov=0 (966s)
[00:35:48] ibm01: 900000 iters, fast=0.7960 tilos=0.7963 ov=0 (988s)
[00:36:10] ibm01: 920000 iters, fast=0.7959 tilos=0.7962 ov=0 (1010s)
[00:36:32] ibm01: 940000 iters, fast=0.7958 tilos=0.7961 ov=0 (1032s)
[00:36:54] ibm01: 960000 iters, fast=0.7957 tilos=0.7959 ov=0 (1054s)
[00:37:16] ibm01: 980000 iters, fast=0.7955 tilos=0.7958 ov=0 (1076s)
[00:37:38] ibm01: 1000000 iters, fast=0.7954 tilos=0.7957 ov=0 (1098s)
[00:37:38] ibm01: DONE (1000000 iters, 1098s)
[00:37:39] ibm02: resume from 500000 iters, best=1.1356
[00:38:14] ibm02: 520000 iters, fast=1.1353 tilos=1.1353 ov=0 (864s)
[00:38:47] ibm02: 540000 iters, fast=1.1350 tilos=1.1350 ov=0 (898s)
[00:39:21] ibm02: 560000 iters, fast=1.1348 tilos=1.1348 ov=0 (931s)
[00:39:54] ibm02: 580000 iters, fast=1.1346 tilos=1.1346 ov=0 (965s)
[00:40:27] ibm02: 600000 iters, fast=1.1343 tilos=1.1343 ov=0 (998s)
[00:41:01] ibm02: 620000 iters, fast=1.1342 tilos=1.1342 ov=0 (1031s)
[00:41:34] ibm02: 640000 iters, fast=1.1339 tilos=1.1339 ov=0 (1065s)
[00:42:07] ibm02: 660000 iters, fast=1.1338 tilos=1.1338 ov=0 (1098s)
[00:42:41] ibm02: 680000 iters, fast=1.1335 tilos=1.1335 ov=0 (1131s)
[00:43:14] ibm02: 700000 iters, fast=1.1333 tilos=1.1333 ov=0 (1165s)
[00:43:48] ibm02: 720000 iters, fast=1.1331 tilos=1.1331 ov=0 (1199s)
[00:44:21] ibm02: 740000 iters, fast=1.1329 tilos=1.1329 ov=0 (1232s)
[00:44:54] ibm02: 760000 iters, fast=1.1327 tilos=1.1327 ov=0 (1265s)
[00:45:28] ibm02: 780000 iters, fast=1.1325 tilos=1.1325 ov=0 (1299s)
[00:46:01] ibm02: 800000 iters, fast=1.1323 tilos=1.1323 ov=0 (1332s)
[00:46:35] ibm02: 820000 iters, fast=1.1321 tilos=1.1321 ov=0 (1366s)
[00:47:08] ibm02: 840000 iters, fast=1.1320 tilos=1.1320 ov=0 (1399s)
[00:47:41] ibm02: 860000 iters, fast=1.1318 tilos=1.1318 ov=0 (1432s)
[00:48:15] ibm02: 880000 iters, fast=1.1317 tilos=1.1317 ov=0 (1465s)
[00:48:48] ibm02: 900000 iters, fast=1.1317 tilos=1.1317 ov=0 (1499s)
[00:49:22] ibm02: 920000 iters, fast=1.1315 tilos=1.1315 ov=0 (1533s)
[00:49:56] ibm02: 940000 iters, fast=1.1314 tilos=1.1314 ov=0 (1566s)
[00:50:29] ibm02: 960000 iters, fast=1.1313 tilos=1.1313 ov=0 (1600s)
[00:51:02] ibm02: 980000 iters, fast=1.1312 tilos=1.1312 ov=0 (1633s)
[00:51:35] ibm02: 1000000 iters, fast=1.1311 tilos=1.1311 ov=0 (1666s)
[00:51:35] ibm02: DONE (1000000 iters, 1666s)
[00:51:36] ibm03: resume from 500000 iters, best=0.9932
[00:52:02] ibm03: 520000 iters, fast=0.9927 tilos=0.9928 ov=0 (658s)
[00:52:27] ibm03: 540000 iters, fast=0.9926 tilos=0.9926 ov=0 (683s)
[00:52:52] ibm03: 560000 iters, fast=0.9925 tilos=0.9925 ov=0 (708s)
[00:53:17] ibm03: 580000 iters, fast=0.9924 tilos=0.9924 ov=0 (733s)
[00:53:43] ibm03: 600000 iters, fast=0.9921 tilos=0.9922 ov=0 (758s)
[00:54:08] ibm03: 620000 iters, fast=0.9919 tilos=0.9920 ov=0 (784s)
[00:54:33] ibm03: 640000 iters, fast=0.9916 tilos=0.9916 ov=0 (809s)
[00:54:59] ibm03: 660000 iters, fast=0.9914 tilos=0.9915 ov=0 (834s)
[00:55:24] ibm03: 680000 iters, fast=0.9914 tilos=0.9915 ov=0 (859s)
[00:55:50] ibm03: 700000 iters, fast=0.9913 tilos=0.9913 ov=0 (885s)
[00:56:15] ibm03: 720000 iters, fast=0.9912 tilos=0.9912 ov=0 (911s)
[00:56:41] ibm03: 740000 iters, fast=0.9911 tilos=0.9912 ov=0 (936s)
[00:57:06] ibm03: 760000 iters, fast=0.9910 tilos=0.9910 ov=0 (962s)
[00:57:31] ibm03: 780000 iters, fast=0.9909 tilos=0.9910 ov=0 (987s)
[00:57:57] ibm03: 800000 iters, fast=0.9909 tilos=0.9909 ov=0 (1012s)
[00:58:22] ibm03: 820000 iters, fast=0.9908 tilos=0.9909 ov=0 (1038s)
[00:58:47] ibm03: 840000 iters, fast=0.9908 tilos=0.9908 ov=0 (1063s)
[00:59:13] ibm03: 860000 iters, fast=0.9907 tilos=0.9907 ov=0 (1088s)
[00:59:38] ibm03: 880000 iters, fast=0.9906 tilos=0.9907 ov=0 (1114s)
[01:00:04] ibm03: 900000 iters, fast=0.9906 tilos=0.9907 ov=0 (1139s)
[01:00:29] ibm03: 920000 iters, fast=0.9904 tilos=0.9905 ov=0 (1165s)
[01:00:55] ibm03: 940000 iters, fast=0.9904 tilos=0.9904 ov=0 (1190s)
[01:01:20] ibm03: 960000 iters, fast=0.9898 tilos=0.9898 ov=0 (1216s)
[01:01:45] ibm03: 980000 iters, fast=0.9894 tilos=0.9895 ov=0 (1241s)
[01:02:11] ibm03: 1000000 iters, fast=0.9887 tilos=0.9888 ov=0 (1267s)
[01:02:11] ibm03: DONE (1000000 iters, 1267s)
[01:02:12] ibm04: resume from 500000 iters, best=0.9872
[01:02:40] ibm04: 520000 iters, fast=0.9869 tilos=0.9869 ov=0 (680s)
[01:03:07] ibm04: 540000 iters, fast=0.9866 tilos=0.9866 ov=0 (707s)
[01:03:34] ibm04: 560000 iters, fast=0.9865 tilos=0.9865 ov=0 (734s)
[01:04:02] ibm04: 580000 iters, fast=0.9864 tilos=0.9864 ov=0 (762s)
[01:04:29] ibm04: 600000 iters, fast=0.9862 tilos=0.9862 ov=0 (788s)
[01:04:56] ibm04: 620000 iters, fast=0.9860 tilos=0.9860 ov=0 (816s)
[01:05:23] ibm04: 640000 iters, fast=0.9859 tilos=0.9859 ov=0 (842s)
[01:05:50] ibm04: 660000 iters, fast=0.9858 tilos=0.9858 ov=0 (870s)
[01:06:17] ibm04: 680000 iters, fast=0.9855 tilos=0.9855 ov=0 (897s)
[01:06:44] ibm04: 700000 iters, fast=0.9853 tilos=0.9853 ov=0 (924s)
[01:07:11] ibm04: 720000 iters, fast=0.9850 tilos=0.9850 ov=0 (951s)
